STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,GEOIDFQ,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Shape_Length,Shape_Area,GEO_ID,NAME,B19013_001E,B19013_001M,Field5
6,85,512510,3,60855125103,1500000US060855125103,Block Group 3,G5030,S,688154,0,37.010875,-121.593403,0.037283931,6.9673E-05,1500000US060855125103,Block Group 3; Census Tract 5125.10; Santa Clara County; California,82218,41088,
6,85,512027,1,60855120271,1500000US060855120271,Block Group 1,G5030,S,810767,68672,37.253735,-121.868477,0.043961818,8.93208E-05,1500000US060855120271,Block Group 1; Census Tract 5120.27; Santa Clara County; California,65774,40595,
6,85,512027,2,60855120272,1500000US060855120272,Block Group 2,G5030,S,864126,0,37.252724,-121.849998,0.051004378,8.77649E-05,1500000US060855120272,Block Group 2; Census Tract 5120.27; Santa Clara County; California,186372,50319,
6,85,512037,2,60855120372,1500000US060855120372,Block Group 2,G5030,S,389478,0,37.243697,-121.825328,0.03466234,3.95525E-05,1500000US060855120372,Block Group 2; Census Tract 5120.37; Santa Clara County; California,180208,69958,
6,85,512604,1,60855126041,1500000US060855126041,Block Group 1,G5030,S,602409,0,37.014518,-121.565662,0.048620269,6.09943E-05,1500000US060855126041,Block Group 1; Census Tract 5126.04; Santa Clara County; California,82225,4314,
6,85,512603,3,60855126033,1500000US060855126033,Block Group 3,G5030,S,1670180,0,37.000088,-121.561306,0.059945241,0.000169076,1500000US060855126033,Block Group 3; Census Tract 5126.03; Santa Clara County; California,86969,23723,
6,85,512036,1,60855120361,1500000US060855120361,Block Group 1,G5030,S,357961,0,37.241921,-121.810301,0.034239379,3.63512E-05,1500000US060855120361,Block Group 1; Census Tract 5120.36; Santa Clara County; California,139688,22965,
6,85,512037,1,60855120371,1500000US060855120371,Block Group 1,G5030,S,618676,0,37.239614,-121.824173,0.036847248,6.28251E-05,1500000US060855120371,Block Group 1; Census Tract 5120.37; Santa Clara County; California,177500,13492,
6,85,512029,1,60855120291,1500000US060855120291,Block Group 1,G5030,S,532826,0,37.247296,-121.824309,0.038234489,5.41126E-05,1500000US060855120291,Block Group 1; Census Tract 5120.29; Santa Clara County; California,215436,109640,
6,85,512029,2,60855120292,1500000US060855120292,Block Group 2,G5030,S,578522,0,37.249594,-121.817155,0.040534271,5.87551E-05,1500000US060855120292,Block Group 2; Census Tract 5120.29; Santa Clara County; California,212629,123806,
6,85,512030,1,60855120301,1500000US060855120301,Block Group 1,G5030,S,877676,0,37.232191,-121.825777,0.052580738,8.91171E-05,1500000US060855120301,Block Group 1; Census Tract 5120.30; Santa Clara County; California,180938,45939,
6,85,512030,2,60855120302,1500000US060855120302,Block Group 2,G5030,S,314050,0,37.234139,-121.819761,0.02322282,3.18887E-05,1500000US060855120302,Block Group 2; Census Tract 5120.30; Santa Clara County; California,205057,94249,
6,85,512031,1,60855120311,1500000US060855120311,Block Group 1,G5030,S,218361,0,37.235028,-121.806626,0.019273988,2.21728E-05,1500000US060855120311,Block Group 1; Census Tract 5120.31; Santa Clara County; California,177472,20333,
6,85,512031,2,60855120312,1500000US060855120312,Block Group 2,G5030,S,515747,0,37.233353,-121.813974,0.032357456,5.23685E-05,1500000US060855120312,Block Group 2; Census Tract 5120.31; Santa Clara County; California,225400,34924,
6,85,512031,3,60855120313,1500000US060855120313,Block Group 3,G5030,S,338477,0,37.230460,-121.809465,0.029131927,3.43674E-05,1500000US060855120313,Block Group 3; Census Tract 5120.31; Santa Clara County; California,175272,45507,
6,85,512031,4,60855120314,1500000US060855120314,Block Group 4,G5030,S,363126,0,37.227712,-121.807803,0.044456542,3.68689E-05,1500000US060855120314,Block Group 4; Census Tract 5120.31; Santa Clara County; California,192750,68935,
6,85,512032,1,60855120321,1500000US060855120321,Block Group 1,G5030,S,379057,0,37.225393,-121.784639,0.037698506,3.84852E-05,1500000US060855120321,Block Group 1; Census Tract 5120.32; Santa Clara County; California,150250,84014,
6,85,512032,2,60855120322,1500000US060855120322,Block Group 2,G5030,S,295807,0,37.225052,-121.781099,0.023199096,3.00327E-05,1500000US060855120322,Block Group 2; Census Tract 5120.32; Santa Clara County; California,160197,81791,
6,85,503333,2,60855033332,1500000US060855033332,Block Group 2,G5030,S,1191568,0,37.301694,-121.784339,0.060986274,0.000121099,1500000US060855033332,Block Group 2; Census Tract 5033.33; Santa Clara County; California,176964,47544,
6,85,503332,3,60855033323,1500000US060855033323,Block Group 3,G5030,S,561699,0,37.280713,-121.747869,0.05092725,5.70698E-05,1500000US060855033323,Block Group 3; Census Tract 5033.32; Santa Clara County; California,-,**,
6,85,503332,2,60855033322,1500000US060855033322,Block Group 2,G5030,S,497169,0,37.290525,-121.740894,0.040270821,5.05196E-05,1500000US060855033322,Block Group 2; Census Tract 5033.32; Santa Clara County; California,114367,34172,
6,85,503123,2,60855031232,1500000US060855031232,Block Group 2,G5030,S,389941,0,37.294650,-121.879153,0.034430222,3.96266E-05,1500000US060855031232,Block Group 2; Census Tract 5031.23; Santa Clara County; California,40399,9657,
6,85,512042,2,60855120422,1500000US060855120422,Block Group 2,G5030,S,207653,0,37.264837,-121.811082,0.02503633,2.10937E-05,1500000US060855120422,Block Group 2; Census Tract 5120.42; Santa Clara County; California,84688,75649,
6,85,503211,1,60855032111,1500000US060855032111,Block Group 1,G5030,S,592153,0,37.312994,-121.830470,0.033290748,6.01894E-05,1500000US060855032111,Block Group 1; Census Tract 5032.11; Santa Clara County; California,99015,11029,
6,85,503306,1,60855033061,1500000US060855033061,Block Group 1,G5030,S,1197090,0,37.332747,-121.820377,0.055446168,0.000121709,1500000US060855033061,Block Group 1; Census Tract 5033.06; Santa Clara County; California,80375,10790,
6,85,503312,3,60855033123,1500000US060855033123,Block Group 3,G5030,S,211554,0,37.353524,-121.798155,0.018843063,2.15148E-05,1500000US060855033123,Block Group 3; Census Tract 5033.12; Santa Clara County; California,155991,30812,
6,85,504323,3,60855043233,1500000US060855043233,Block Group 3,G5030,S,325565,0,37.393915,-121.880743,0.027676847,3.31271E-05,1500000US060855043233,Block Group 3; Census Tract 5043.23; Santa Clara County; California,146786,134259,
6,85,503711,1,60855037111,1500000US060855037111,Block Group 1,G5030,S,148087,0,37.350411,-121.848622,0.019117752,1.50596E-05,1500000US060855037111,Block Group 1; Census Tract 5037.11; Santa Clara County; California,77212,35477,
6,85,503711,2,60855037112,1500000US060855037112,Block Group 2,G5030,S,461376,0,37.351812,-121.841548,0.026827699,4.69203E-05,1500000US060855037112,Block Group 2; Census Tract 5037.11; Santa Clara County; California,126827,86425,
6,85,504001,3,60855040013,1500000US060855040013,Block Group 3,G5030,S,274496,0,37.362731,-121.830428,0.023397837,2.79194E-05,1500000US060855040013,Block Group 3; Census Tract 5040.01; Santa Clara County; California,60400,9639,
6,85,504506,3,60855045063,1500000US060855045063,Block Group 3,G5030,S,524694,0,37.453918,-121.912723,0.036512804,5.3431E-05,1500000US060855045063,Block Group 3; Census Tract 5045.06; Santa Clara County; California,106635,62877,
6,85,504415,3,60855044153,1500000US060855044153,Block Group 3,G5030,S,400859,0,37.428278,-121.867792,0.028983324,4.08068E-05,1500000US060855044153,Block Group 3; Census Tract 5044.15; Santa Clara County; California,143000,73802,
6,85,504506,1,60855045061,1500000US060855045061,Block Group 1,G5030,S,711014,0,37.446204,-121.918427,0.037350825,7.23972E-05,1500000US060855045061,Block Group 1; Census Tract 5045.06; Santa Clara County; California,"250,000+",***,
6,85,503312,1,60855033121,1500000US060855033121,Block Group 1,G5030,S,133910,0,37.351473,-121.793975,0.016264755,1.36181E-05,1500000US060855033121,Block Group 1; Census Tract 5033.12; Santa Clara County; California,139531,41600,
6,85,503329,1,60855033291,1500000US060855033291,Block Group 1,G5030,S,499476,0,37.313129,-121.778483,0.032968091,5.07693E-05,1500000US060855033291,Block Group 1; Census Tract 5033.29; Santa Clara County; California,"250,000+",***,
6,85,503333,1,60855033331,1500000US060855033331,Block Group 1,G5030,S,891145,0,37.300366,-121.794389,0.044697782,9.05652E-05,1500000US060855033331,Block Group 1; Census Tract 5033.33; Santa Clara County; California,184886,123317,
6,85,506401,2,60855064012,1500000US060855064012,Block Group 2,G5030,S,179410,0,37.314699,-121.947760,0.017974636,1.82365E-05,1500000US060855064012,Block Group 2; Census Tract 5064.01; Santa Clara County; California,92917,68868,
6,85,500800,1,60855008001,1500000US060855008001,Block Group 1,G5030,S,827393,0,37.328123,-121.898285,0.056017038,8.41174E-05,1500000US060855008001,Block Group 1; Census Tract 5008; Santa Clara County; California,122690,36919,
6,85,501800,2,60855018002,1500000US060855018002,Block Group 2,G5030,S,380637,0,37.318451,-121.891952,0.031474714,3.86925E-05,1500000US060855018002,Block Group 2; Census Tract 5018; Santa Clara County; California,114605,51148,
6,85,503330,1,60855033301,1500000US060855033301,Block Group 1,G5030,S,792547,0,37.309067,-121.765594,0.040052792,8.05543E-05,1500000US060855033301,Block Group 1; Census Tract 5033.30; Santa Clara County; California,"250,000+",***,
6,85,503330,2,60855033302,1500000US060855033302,Block Group 2,G5030,S,302629,0,37.311512,-121.757532,0.03579852,3.07591E-05,1500000US060855033302,Block Group 2; Census Tract 5033.30; Santa Clara County; California,"250,000+",***,
6,85,503710,1,60855037101,1500000US060855037101,Block Group 1,G5030,S,258358,0,37.352800,-121.851049,0.021492746,2.62744E-05,1500000US060855037101,Block Group 1; Census Tract 5037.10; Santa Clara County; California,50208,28256,
6,85,503710,2,60855037102,1500000US060855037102,Block Group 2,G5030,S,342910,0,37.356132,-121.843889,0.026696982,3.48746E-05,1500000US060855037102,Block Group 2; Census Tract 5037.10; Santa Clara County; California,59279,20398,
6,85,503712,2,60855037122,1500000US060855037122,Block Group 2,G5030,S,205592,0,37.364985,-121.846447,0.020239562,2.09117E-05,1500000US060855037122,Block Group 2; Census Tract 5037.12; Santa Clara County; California,51389,36176,
6,85,503713,2,60855037132,1500000US060855037132,Block Group 2,G5030,S,238464,0,37.362704,-121.839357,0.020386763,2.42543E-05,1500000US060855037132,Block Group 2; Census Tract 5037.13; Santa Clara County; California,72574,37274,
6,85,501800,1,60855018001,1500000US060855018001,Block Group 1,G5030,S,387922,0,37.318902,-121.898314,0.039562758,3.94332E-05,1500000US060855018001,Block Group 1; Census Tract 5018; Santa Clara County; California,-,**,
6,85,503122,1,60855031221,1500000US060855031221,Block Group 1,G5030,S,3107814,0,37.311769,-121.858559,0.080857175,0.000315888,1500000US060855031221,Block Group 1; Census Tract 5031.22; Santa Clara County; California,30625,14564,
6,85,503117,2,60855031172,1500000US060855031172,Block Group 2,G5030,S,288595,0,37.327374,-121.850429,0.031884453,2.93396E-05,1500000US060855031172,Block Group 2; Census Tract 5031.17; Santa Clara County; California,96280,22197,
6,85,503804,1,60855038041,1500000US060855038041,Block Group 1,G5030,S,521572,0,37.379156,-121.845120,0.032107617,5.30609E-05,1500000US060855038041,Block Group 1; Census Tract 5038.04; Santa Clara County; California,147649,48512,
6,85,503804,3,60855038043,1500000US060855038043,Block Group 3,G5030,S,434952,0,37.373435,-121.848900,0.031873953,4.42456E-05,1500000US060855038043,Block Group 3; Census Tract 5038.04; Santa Clara County; California,133438,45965,
6,85,503709,2,60855037092,1500000US060855037092,Block Group 2,G5030,S,138007,0,37.360450,-121.860533,0.015177391,1.40365E-05,1500000US060855037092,Block Group 2; Census Tract 5037.09; Santa Clara County; California,42767,19273,
6,85,503902,4,60855039024,1500000US060855039024,Block Group 4,G5030,S,194123,0,37.377344,-121.828347,0.018230043,1.97483E-05,1500000US060855039024,Block Group 4; Census Tract 5039.02; Santa Clara County; California,85100,36789,
6,85,503902,1,60855039021,1500000US060855039021,Block Group 1,G5030,S,302017,0,37.373942,-121.831644,0.021811387,3.07228E-05,1500000US060855039021,Block Group 1; Census Tract 5039.02; Santa Clara County; California,90779,16665,
6,85,503709,3,60855037093,1500000US060855037093,Block Group 3,G5030,S,135644,0,37.362536,-121.857663,0.015021871,1.37965E-05,1500000US060855037093,Block Group 3; Census Tract 5037.09; Santa Clara County; California,-,**,
6,85,504307,1,60855043071,1500000US060855043071,Block Group 1,G5030,S,609202,0,37.394643,-121.852457,0.036025233,6.19884E-05,1500000US060855043071,Block Group 1; Census Tract 5043.07; Santa Clara County; California,161058,37965,
6,85,503902,2,60855039022,1500000US060855039022,Block Group 2,G5030,S,231256,0,37.369540,-121.828267,0.022799509,2.35233E-05,1500000US060855039022,Block Group 2; Census Tract 5039.02; Santa Clara County; California,123674,8656,
6,85,503703,1,60855037031,1500000US060855037031,Block Group 1,G5030,S,243021,0,37.345279,-121.837539,0.024185737,2.47124E-05,1500000US060855037031,Block Group 1; Census Tract 5037.03; Santa Clara County; California,63417,39400,
6,85,503121,1,60855031211,1500000US060855031211,Block Group 1,G5030,S,1238902,0,37.303469,-121.869867,0.047359405,0.000125912,1500000US060855031211,Block Group 1; Census Tract 5031.21; Santa Clara County; California,77813,32715,
6,85,503105,1,60855031051,1500000US060855031051,Block Group 1,G5030,S,1757118,0,37.326198,-121.858758,0.061965645,0.000178633,1500000US060855031051,Block Group 1; Census Tract 5031.05; Santa Clara County; California,60588,23318,
6,85,504314,4,60855043144,1500000US060855043144,Block Group 4,G5030,S,319819,0,37.406735,-121.850999,0.025943318,3.25479E-05,1500000US060855043144,Block Group 4; Census Tract 5043.14; Santa Clara County; California,194083,47768,
6,85,502002,3,60855020023,1500000US060855020023,Block Group 3,G5030,S,582748,0,37.318233,-121.922240,0.048783768,5.9237E-05,1500000US060855020023,Block Group 3; Census Tract 5020.02; Santa Clara County; California,127762,41907,
6,85,504001,1,60855040011,1500000US060855040011,Block Group 1,G5030,S,362845,0,37.359714,-121.827666,0.025812211,3.69039E-05,1500000US060855040011,Block Group 1; Census Tract 5040.01; Santa Clara County; California,97071,48900,
6,85,504321,2,60855043212,1500000US060855043212,Block Group 2,G5030,S,520821,0,37.391557,-121.867994,0.042386265,5.29933E-05,1500000US060855043212,Block Group 2; Census Tract 5043.21; Santa Clara County; California,141071,93615,
6,85,504423,1,60855044231,1500000US060855044231,Block Group 1,G5030,S,556890,0,37.433597,-121.870678,0.03277272,5.66943E-05,1500000US060855044231,Block Group 1; Census Tract 5044.23; Santa Clara County; California,183920,51107,
6,85,504322,1,60855043221,1500000US060855043221,Block Group 1,G5030,S,812864,0,37.395675,-121.899308,0.049681192,8.27128E-05,1500000US060855043221,Block Group 1; Census Tract 5043.22; Santa Clara County; California,133295,75324,
6,85,504412,1,60855044121,1500000US060855044121,Block Group 1,G5030,S,252686,0,37.438291,-121.887239,0.020926593,2.57265E-05,1500000US060855044121,Block Group 1; Census Tract 5044.12; Santa Clara County; California,218849,20294,
6,85,504418,1,60855044181,1500000US060855044181,Block Group 1,G5030,S,436547,0,37.432205,-121.883316,0.031230807,4.44421E-05,1500000US060855044181,Block Group 1; Census Tract 5044.18; Santa Clara County; California,125298,72146,
6,85,510600,4,60855106004,1500000US060855106004,Block Group 4,G5030,S,401087,0,37.404905,-122.124672,0.029925081,4.08176E-05,1500000US060855106004,Block Group 4; Census Tract 5106; Santa Clara County; California,148231,42358,
6,85,502301,1,60855023011,1500000US060855023011,Block Group 1,G5030,S,538664,0,37.297625,-121.909459,0.029759728,5.47416E-05,1500000US060855023011,Block Group 1; Census Tract 5023.01; Santa Clara County; California,160114,61446,
6,85,504317,1,60855043171,1500000US060855043171,Block Group 1,G5030,S,659408,0,37.385555,-121.879230,0.034566148,6.70892E-05,1500000US060855043171,Block Group 1; Census Tract 5043.17; Santa Clara County; California,185368,31211,
6,85,504322,2,60855043222,1500000US060855043222,Block Group 2,G5030,S,2134796,0,37.394900,-121.890411,0.057233476,0.000217223,1500000US060855043222,Block Group 2; Census Tract 5043.22; Santa Clara County; California,200194,32202,
6,85,502500,6,60855025006,1500000US060855025006,Block Group 6,G5030,S,851984,0,37.289586,-121.900674,0.041441768,8.65733E-05,1500000US060855025006,Block Group 6; Census Tract 5025; Santa Clara County; California,"250,000+",***,
6,85,502604,1,60855026041,1500000US060855026041,Block Group 1,G5030,S,169355,0,37.281258,-121.933892,0.017315836,1.72069E-05,1500000US060855026041,Block Group 1; Census Tract 5026.04; Santa Clara County; California,107171,80998,
6,85,510600,3,60855106003,1500000US060855106003,Block Group 3,G5030,S,823491,0,37.406024,-122.129937,0.048637104,8.38057E-05,1500000US060855106003,Block Group 3; Census Tract 5106; Santa Clara County; California,170000,110923,
6,85,504421,1,60855044211,1500000US060855044211,Block Group 1,G5030,S,721975,0,37.453227,-121.901372,0.042900373,7.352E-05,1500000US060855044211,Block Group 1; Census Tract 5044.21; Santa Clara County; California,226786,62338,
6,85,504421,3,60855044213,1500000US060855044213,Block Group 3,G5030,S,368168,0,37.449442,-121.907131,0.024566001,3.74893E-05,1500000US060855044213,Block Group 3; Census Tract 5044.21; Santa Clara County; California,159500,104190,
6,85,504415,2,60855044152,1500000US060855044152,Block Group 2,G5030,S,382546,0,37.426551,-121.875582,0.025971081,3.89417E-05,1500000US060855044152,Block Group 2; Census Tract 5044.15; Santa Clara County; California,149063,47624,
6,85,502800,2,60855028002,1500000US060855028002,Block Group 2,G5030,S,546574,0,37.255913,-121.917601,0.039258394,5.55151E-05,1500000US060855028002,Block Group 2; Census Tract 5028; Santa Clara County; California,136490,60974,
6,85,502906,1,60855029061,1500000US060855029061,Block Group 1,G5030,S,335055,0,37.252204,-121.901407,0.03411156,3.40295E-05,1500000US060855029061,Block Group 1; Census Tract 5029.06; Santa Clara County; California,108563,15145,
6,85,506804,3,60855068043,1500000US060855068043,Block Group 3,G5030,S,465894,0,37.239104,-121.929927,0.037246255,4.73102E-05,1500000US060855068043,Block Group 3; Census Tract 5068.04; Santa Clara County; California,"250,000+",***,
6,85,511915,2,60855119152,1500000US060855119152,Block Group 2,G5030,S,204171,0,37.248186,-121.877037,0.018569629,2.07353E-05,1500000US060855119152,Block Group 2; Census Tract 5119.15; Santa Clara County; California,113061,41173,
6,85,512032,3,60855120323,1500000US060855120323,Block Group 3,G5030,S,2293760,0,37.235186,-121.782339,0.083203111,0.000232912,1500000US060855120323,Block Group 3; Census Tract 5120.32; Santa Clara County; California,208125,100966,
6,85,511704,2,60855117042,1500000US060855117042,Block Group 2,G5030,S,1962569,0,37.376650,-122.165759,0.078298469,0.000199651,1500000US060855117042,Block Group 2; Census Tract 5117.04; Santa Clara County; California,"250,000+",***,
6,85,502910,3,60855029103,1500000US060855029103,Block Group 3,G5030,S,339909,0,37.252180,-121.879234,0.026247713,3.45226E-05,1500000US060855029103,Block Group 3; Census Tract 5029.10; Santa Clara County; California,129522,57195,
6,85,509304,1,60855093041,1500000US060855093041,Block Group 1,G5030,S,1156081,0,37.419005,-122.096075,0.050659431,0.000117673,1500000US060855093041,Block Group 1; Census Tract 5093.04; Santa Clara County; California,134127,35122,
6,85,503212,2,60855032122,1500000US060855032122,Block Group 2,G5030,S,364582,0,37.306898,-121.824496,0.025995065,3.70548E-05,1500000US060855032122,Block Group 2; Census Tract 5032.12; Santa Clara County; California,111282,15035,
6,85,503336,2,60855033362,1500000US060855033362,Block Group 2,G5030,S,610268,0,37.305828,-121.805620,0.035480883,6.20246E-05,1500000US060855033362,Block Group 2; Census Tract 5033.36; Santa Clara County; California,159625,41545,
6,85,503329,2,60855033292,1500000US060855033292,Block Group 2,G5030,S,664606,0,37.310301,-121.779877,0.055323529,6.75514E-05,1500000US060855033292,Block Group 2; Census Tract 5033.29; Santa Clara County; California,180781,69700,
6,85,505305,1,60855053051,1500000US060855053051,Block Group 1,G5030,S,391847,0,37.361731,-121.993625,0.027980361,3.98546E-05,1500000US060855053051,Block Group 1; Census Tract 5053.05; Santa Clara County; California,233826,26456,
6,85,508507,2,60855085072,1500000US060855085072,Block Group 2,G5030,S,229651,0,37.356712,-121.997570,0.027886234,2.33563E-05,1500000US060855085072,Block Group 2; Census Tract 5085.07; Santa Clara County; California,154219,52514,
6,85,503507,1,60855035071,1500000US060855035071,Block Group 1,G5030,S,388539,0,37.340185,-121.831940,0.031041445,3.95071E-05,1500000US060855035071,Block Group 1; Census Tract 5035.07; Santa Clara County; California,153542,36232,
6,85,503802,4,60855038024,1500000US060855038024,Block Group 4,G5030,S,441257,0,37.380043,-121.836292,0.028162031,4.48908E-05,1500000US060855038024,Block Group 4; Census Tract 5038.02; Santa Clara County; California,84631,25320,
6,85,503903,2,60855039032,1500000US060855039032,Block Group 2,G5030,S,481817,0,37.366360,-121.833794,0.029304252,4.90084E-05,1500000US060855039032,Block Group 2; Census Tract 5039.03; Santa Clara County; California,112417,91535,
6,85,503903,1,60855039031,1500000US060855039031,Block Group 1,G5030,S,445422,0,37.370727,-121.837435,0.028098473,4.53091E-05,1500000US060855039031,Block Group 1; Census Tract 5039.03; Santa Clara County; California,124193,23290,
6,85,504320,2,60855043202,1500000US060855043202,Block Group 2,G5030,S,471090,0,37.400760,-121.871022,0.044967574,4.7939E-05,1500000US060855043202,Block Group 2; Census Tract 5043.20; Santa Clara County; California,187750,47217,
6,85,504410,2,60855044102,1500000US060855044102,Block Group 2,G5030,S,540994,0,37.407748,-121.882105,0.035808197,5.50575E-05,1500000US060855044102,Block Group 2; Census Tract 5044.10; Santa Clara County; California,144735,29749,
6,85,512308,1,60855123081,1500000US060855123081,Block Group 1,G5030,S,4035359,0,37.158367,-121.645243,0.090528554,0.000409347,1500000US060855123081,Block Group 1; Census Tract 5123.08; Santa Clara County; California,"250,000+",***,
6,85,512052,3,60855120523,1500000US060855120523,Block Group 3,G5030,S,400619,0,37.246088,-121.858641,0.036977747,4.06841E-05,1500000US060855120523,Block Group 3; Census Tract 5120.52; Santa Clara County; California,131250,36742,
6,85,503804,2,60855038042,1500000US060855038042,Block Group 2,G5030,S,552981,0,37.374831,-121.841481,0.032376966,5.62534E-05,1500000US060855038042,Block Group 2; Census Tract 5038.04; Santa Clara County; California,72426,36432,
6,85,504318,2,60855043182,1500000US060855043182,Block Group 2,G5030,S,342416,0,37.374210,-121.892038,0.02636797,3.48325E-05,1500000US060855043182,Block Group 2; Census Tract 5043.18; Santa Clara County; California,86667,18926,
6,85,506203,1,60855062031,1500000US060855062031,Block Group 1,G5030,S,392605,0,37.321824,-121.980560,0.038215703,3.99105E-05,1500000US060855062031,Block Group 1; Census Tract 5062.03; Santa Clara County; California,118125,52261,
6,85,506203,3,60855062033,1500000US060855062033,Block Group 3,G5030,S,172823,0,37.321896,-121.988288,0.020860731,1.75684E-05,1500000US060855062033,Block Group 3; Census Tract 5062.03; Santa Clara County; California,148365,30072,
6,85,506305,3,60855063053,1500000US060855063053,Block Group 3,G5030,S,234759,0,37.302058,-121.975967,0.027506793,2.38586E-05,1500000US060855063053,Block Group 3; Census Tract 5063.05; Santa Clara County; California,76250,18921,
6,85,506305,4,60855063054,1500000US060855063054,Block Group 4,G5030,S,338226,0,37.305215,-121.974662,0.030437619,3.43755E-05,1500000US060855063054,Block Group 4; Census Tract 5063.05; Santa Clara County; California,101667,20746,
6,85,512039,3,60855120393,1500000US060855120393,Block Group 3,G5030,S,552623,0,37.244378,-121.778442,0.038397291,5.61208E-05,1500000US060855120393,Block Group 3; Census Tract 5120.39; Santa Clara County; California,146556,25445,
6,85,504414,3,60855044143,1500000US060855044143,Block Group 3,G5030,S,501314,0,37.439621,-121.891761,0.037322862,5.10403E-05,1500000US060855044143,Block Group 3; Census Tract 5044.14; Santa Clara County; California,"250,000+",***,
6,85,505006,1,60855050061,1500000US060855050061,Block Group 1,G5030,S,4232421,0,37.411366,-121.921341,0.111724187,0.000430758,1500000US060855050061,Block Group 1; Census Tract 5050.06; Santa Clara County; California,"250,000+",***,
6,85,501501,2,60855015012,1500000US060855015012,Block Group 2,G5030,S,206838,0,37.343288,-121.861144,0.019154288,2.10325E-05,1500000US060855015012,Block Group 2; Census Tract 5015.01; Santa Clara County; California,66829,17499,
6,85,501501,1,60855015011,1500000US060855015011,Block Group 1,G5030,S,416717,0,37.340788,-121.856910,0.032710816,4.23725E-05,1500000US060855015011,Block Group 1; Census Tract 5015.01; Santa Clara County; California,79872,49471,
6,85,501700,4,60855017004,1500000US060855017004,Block Group 4,G5030,S,270249,0,37.318828,-121.886293,0.021780754,2.74716E-05,1500000US060855017004,Block Group 4; Census Tract 5017; Santa Clara County; California,149087,62211,
6,85,500200,4,60855002004,1500000US060855002004,Block Group 4,G5030,S,348099,0,37.342566,-121.898213,0.024544206,3.53961E-05,1500000US060855002004,Block Group 4; Census Tract 5002; Santa Clara County; California,152472,63913,
6,85,506301,2,60855063012,1500000US060855063012,Block Group 2,G5030,S,249706,0,37.319008,-121.966125,0.024183313,2.53834E-05,1500000US060855063012,Block Group 2; Census Tract 5063.01; Santa Clara County; California,100607,31699,
6,85,500902,1,60855009021,1500000US060855009021,Block Group 1,G5030,S,122056,0,37.332259,-121.881232,0.0142272,1.24095E-05,1500000US060855009021,Block Group 1; Census Tract 5009.02; Santa Clara County; California,36360,8822,
6,85,503118,2,60855031182,1500000US060855031182,Block Group 2,G5030,S,136108,0,37.318300,-121.842488,0.015730639,1.38355E-05,1500000US060855031182,Block Group 2; Census Tract 5031.18; Santa Clara County; California,108906,71900,
6,85,501102,2,60855011022,1500000US060855011022,Block Group 2,G5030,S,356097,0,37.352209,-121.886293,0.030751825,3.62139E-05,1500000US060855011022,Block Group 2; Census Tract 5011.02; Santa Clara County; California,95750,42709,
6,85,512310,1,60855123101,1500000US060855123101,Block Group 1,G5030,S,1302357,0,37.125186,-121.638142,0.049492029,0.000132054,1500000US060855123101,Block Group 1; Census Tract 5123.10; Santa Clara County; California,82375,31202,
6,85,512313,1,60855123131,1500000US060855123131,Block Group 1,G5030,S,616634,0,37.121671,-121.654637,0.040482612,6.25215E-05,1500000US060855123131,Block Group 1; Census Tract 5123.13; Santa Clara County; California,101750,22694,
6,85,508301,2,60855083012,1500000US060855083012,Block Group 2,G5030,S,713043,0,37.344841,-122.057495,0.039522808,7.25072E-05,1500000US060855083012,Block Group 2; Census Tract 5083.01; Santa Clara County; California,247656,43985,
6,85,508003,1,60855080031,1500000US060855080031,Block Group 1,G5030,S,479437,0,37.319622,-122.010102,0.028059712,4.87364E-05,1500000US060855080031,Block Group 1; Census Tract 5080.03; Santa Clara County; California,179336,30143,
6,85,509302,1,60855093021,1500000US060855093021,Block Group 1,G5030,S,590705,0,37.407581,-122.100011,0.033965546,6.01164E-05,1500000US060855093021,Block Group 1; Census Tract 5093.02; Santa Clara County; California,"250,000+",***,
6,85,505007,1,60855050071,1500000US060855050071,Block Group 1,G5030,S,2400686,0,37.381404,-121.942741,0.089268548,0.000244245,1500000US060855050071,Block Group 1; Census Tract 5050.07; Santa Clara County; California,135313,45223,
6,85,505600,1,60855056001,1500000US060855056001,Block Group 1,G5030,S,515586,0,37.353494,-121.945043,0.04401281,5.2434E-05,1500000US060855056001,Block Group 1; Census Tract 5056; Santa Clara County; California,99240,37001,
6,85,508004,1,60855080041,1500000US060855080041,Block Group 1,G5030,S,426970,0,37.319603,-122.003164,0.026445044,4.34029E-05,1500000US060855080041,Block Group 1; Census Tract 5080.04; Santa Clara County; California,233083,104791,
6,85,508507,1,60855085071,1500000US060855085071,Block Group 1,G5030,S,150235,0,37.355508,-121.999600,0.019575138,1.52789E-05,1500000US060855085071,Block Group 1; Census Tract 5085.07; Santa Clara County; California,"250,000+",***,
6,85,504311,1,60855043111,1500000US060855043111,Block Group 1,G5030,S,1121367,0,37.378836,-121.886943,0.054636148,0.000114079,1500000US060855043111,Block Group 1; Census Tract 5043.11; Santa Clara County; California,181964,66429,
6,85,503326,1,60855033261,1500000US060855033261,Block Group 1,G5030,S,403767,0,37.317184,-121.781995,0.030777617,4.10431E-05,1500000US060855033261,Block Group 1; Census Tract 5033.26; Santa Clara County; California,148597,16823,
